filename,clause_text
1177845_0001193125-18-219243_d519554dex99d3.htm,"Any destruction will be certified by an officer of COMPANY, and all retained information shall remain subject to the terms and conditions of this Agreement."
1177845_0001193125-18-219243_d519554dex99d3.htm,13. The obligation of each of COMPANY and XPLORE to comply with the provisions contained herein shall continue for a period of four(4) years commencing upon the date hereof.
1177845_0001193125-18-219243_d519554dex99d3.htm,"14. The Parties understand and agree that no failure or delay by either Party in exercising any right, power or privilege hereunder shall operate as a waiver thereof, nor shall any single or partial exercise thereof preclude any other or further exercise thereof or the exercise of any right, power or privilege hereunder."
1177845_0001193125-18-219243_d519554dex99d3.htm,Each Party understands and agrees that if it or any of its Representatives breaches or threatens to breach any of the provisions of this Agreement
1177845_0001193125-18-219243_d519554dex99d3.htm,"(i) money damages would be an insufficient remedy,"
1177845_0001193125-18-219243_d519554dex99d3.htm,(ii) that the other Party would be irreparably damaged and
1177845_0001193125-18-219243_d519554dex99d3.htm,"(iii) that without prejudice to the rights and remedies otherwise available to the other Party, the other Party is entitled to seek equitable relief by way of injunction, specific performance or otherwise."
1177845_0001193125-18-219243_d519554dex99d3.htm,"15. This Agreement will be governed by and construed in accordance with the law of the State of Delaware, without regard to its conflict of laws."
1177845_0001193125-18-219243_d519554dex99d3.htm,"The Parties irrevocably submit to the exclusive jurisdiction of the courts of the State of Delaware and the federal courts of the United States of America located in the State of Delaware over any dispute, claim or matter arising out of or relating to the Agreement."
1177845_0001193125-18-219243_d519554dex99d3.htm,Each Party hereby irrevocably agrees that all claims in respect of such dispute or proceeding shall be heard and determined in such courts (and the courts hearing appeals from such courts).
1177845_0001193125-18-219243_d519554dex99d3.htm,"The Parties hereby irrevocably waive, to the fullest extent permitted by applicable law, any objection which they may now or hereafter have to the laying of venue of any such dispute brought in such court or any defense of inconvenient forum in connection therewith."
1177845_0001193125-18-219243_d519554dex99d3.htm,"Each Party hereto waives, to the fullest extent permitted by applicable law, any right it may have to a trial by jury in respect of any suit, action or other proceeding arising out of this Agreement."
1177845_0001193125-18-219243_d519554dex99d3.htm,16. Any assignment of this Agreement by any Party without the other Party’s prior written consent is void.
1177845_0001193125-18-219243_d519554dex99d3.htm,"If any provision of this Agreement is determined by a court of competent jurisdiction to be invalid, illegal or unenforceable, in whole or in part, the remaining provisions of this Agreement will remain in full force and effect to the fullest extent permitted by applicable law."
1177845_0001193125-18-219243_d519554dex99d3.htm,This Agreement contains the entire agreement between the parties hereto concerning the subject matter herein.
1177845_0001193125-18-219243_d519554dex99d3.htm,No modification of this Agreement or waiver of the terms and conditions hereof will be binding upon any Party hereto unless agreed in writing by the other Party.
1177845_0001193125-18-219243_d519554dex99d3.htm,"Each Party acknowledges that it is aware that the other Party is a publicly traded company subject to laws concerning trading by any Person who has material, non-public information about a public company that prohibit such Person from purchasing or selling securities of such a company or from communicating such information to any other Person."
1177845_0001193125-18-219243_d519554dex99d3.htm,"This Agreement may be executed in counterparts, each of which when taken together shall constitute one and the same instrument."
1177845_0001193125-18-219243_d519554dex99d3.htm,Delivery of an executed counterpart by facsimile or email shall be effective to the fullest extent permitted by applicable law.
1177845_0001193125-18-219243_d519554dex99d3.htm,[Signature Page Follows]
1177845_0001193125-18-219243_d519554dex99d3.htm,"IN WITNESS WHEREOF, each of the Parties has caused this Agreement to be executed by its duly authorized officer as of the date first written above."
1177845_0001193125-18-219243_d519554dex99d3.htm,ZEBRA TECHNOLOGIES CORPORATION XPLORE TECHNOLOGIES CORP.
1177845_0001193125-18-219243_d519554dex99d3.htm,By: /s/ Michael Cho By: /s/ Tom Wilkinson
1177845_0001193125-18-219243_d519554dex99d3.htm,Name: Michael Cho Name: Tom Wilkinson
1177845_0001193125-18-219243_d519554dex99d3.htm,"Title: Sr. Vice President, Corp. Devel."
1177845_0001193125-18-219243_d519554dex99d3.htm,Title: Chief Executive Officer
1177845_0001193125-18-219243_d519554dex99d3.htm,"Date: January 31, 2018 Date: January 31, 2018"
1274644_0001193125-17-338759_d485523dex99d2.htm,MUTUAL NON-DISCLOSURE AGREEMENT
1274644_0001193125-17-338759_d485523dex99d2.htm,"THIS MUTUAL NON-DISCLOSURE AGREEMENT, entered into as of this 20th day of January, 2017 by and between Ocera Therapeutics, Inc., a Delaware corporation, with its principal place of business at 525 University Avenue, Suite 610, Palo Alto, California 94301 (“OCERA”), and Mallinckrodt LLC, a Delaware limited liability company, with its principal place of business at 675 McDonnell Blvd., Hazelwood, MO 63042 (“COMPANY”), is made with reference to the following facts:"
1274644_0001193125-17-338759_d485523dex99d2.htm,A. OCERA and COMPANY desire to discuss and explore a possible transaction pursuant to Ocera’s OCR-002 (the “Purpose”).
1274644_0001193125-17-338759_d485523dex99d2.htm,"B. In order to enable OCERA and COMPANY to discuss and explore the Purpose, each party hereto has agreed to disclose to the other party certain information which the parties deem to be of a confidential, proprietary and/or trade secret nature."
1274644_0001193125-17-338759_d485523dex99d2.htm,"C. Each party hereto is willing to disclose such confidential, proprietary and trade secret information to the other party solely in order to enable it to discuss and explore the Purpose and for no other purpose, and each party hereto agrees that it shall maintain the confidentiality of the information of the other party in accordance with the terms and conditions of this Agreement."
1274644_0001193125-17-338759_d485523dex99d2.htm,"NOW, THEREFORE, in consideration of the foregoing, OCERA and COMPANY agree as follows:"
1274644_0001193125-17-338759_d485523dex99d2.htm,1. Preservation of Confidentiality.
1274644_0001193125-17-338759_d485523dex99d2.htm,"OCERA and COMPANY each agrees that it shall regard, maintain and preserve the secrecy and confidentiality of any and all information and data, whether in oral or written form, including but not limited to, clinical study synopses, clinical study plans, costs, products, processes, methods, concepts, ideas, programs, formulae, apparati, chemicals, organisms, molecules, prototypes, techniques, know-how, marketing plans, business plans, data, strategies, forecasts, customer or supplier lists or technical requirements of customers, or other trade secrets (collectively referred to herein as the “Proprietary Information”) of the other party which may be disclosed to or obtained by it pursuant to this Agreement."
1274644_0001193125-17-338759_d485523dex99d2.htm,"Each party hereto shall take reasonable and necessary measures to preserve the secrecy and confidentiality and avoid the unauthorized use or disclosure of the other party’s Proprietary Information, including, without limitation, taking such measures of protection as it takes to protect its own confidential, proprietary or trade secret information."
1274644_0001193125-17-338759_d485523dex99d2.htm,"Each party hereto shall limit access to the other party’s Proprietary Information to those of its employees, agents, advisors, and consultants, who have a reasonable need for access to such information in connection with the discussion and exploration of the Purpose and who shall be subject to the non-disclosure covenants contained herein."
1274644_0001193125-17-338759_d485523dex99d2.htm,2. Covenant Not to Use or Disclose.
1274644_0001193125-17-338759_d485523dex99d2.htm,"OCERA and COMPANY each agrees that it will not, at any time, without the prior written consent of the other party, use or disclose the other party’s Proprietary Information for any reason or in any manner whatsoever except as may be necessary for the discussion and exploration of the Purpose."
1274644_0001193125-17-338759_d485523dex99d2.htm,3. Covenant Not to Reproduce.
1274644_0001193125-17-338759_d485523dex99d2.htm,"Except as may be necessary for the discussion and exploration of the Purpose, OCERA and COMPANY each agrees that it will make no copies, photocopies, facsimiles, or other reproductions of any documents, drawings, electronic data or the like containing the other party’s Proprietary Information."
1274644_0001193125-17-338759_d485523dex99d2.htm,"Upon conclusion or termination of the discussions between the parties regarding the Purpose, or forthwith upon the request of the other party, OCERA and COMPANY shall promptly destroy or return to the other party all such documents, drawings, electronic data or reproductions thereof which may have come into its possession."
1274644_0001193125-17-338759_d485523dex99d2.htm,"Notwithstanding the foregoing, OCERA and COMPANY may each retain one (1) copy of such information in their confidential files solely for record keeping purposes to ensure compliance with this Agreement, with such copy remaining subject to the confidentiality obligations of this Agreement."
1274644_0001193125-17-338759_d485523dex99d2.htm,4. Proprietary Rights.
1274644_0001193125-17-338759_d485523dex99d2.htm,"OCERA and COMPANY each acknowledges that all property rights in the other party’s Proprietary Information are owned by the other party, and that none of such rights are owned by the party to which such Proprietary Information is disclosed."
1274644_0001193125-17-338759_d485523dex99d2.htm,"Each of the parties hereto further acknowledges that the other party has not granted and does not grant in this Agreement any license to the other party under any patent, copyright, trade secret or other proprietary right to use or reproduce any Proprietary Information of such party other than for the conduct of the Purpose."
1274644_0001193125-17-338759_d485523dex99d2.htm,5. Exceptions.
1274644_0001193125-17-338759_d485523dex99d2.htm,The obligations undertaken by OCERA and COMPANY hereunder shall not apply to any portion of the Proprietary Information disclosed hereunder which:
1274644_0001193125-17-338759_d485523dex99d2.htm,a. was known to the non-disclosing party prior to the disclosure of such Proprietary Information by the disclosing party;
1274644_0001193125-17-338759_d485523dex99d2.htm,"b. is independently developed by the receiving party without the use of, access to, or reference to the disclosing party’s Proprietary Information;"
1274644_0001193125-17-338759_d485523dex99d2.htm,"c. is, or shall become, other than by a breach of this Agreement by the non-disclosing party, generally available to the public;"
1274644_0001193125-17-338759_d485523dex99d2.htm,"d. shall, by lawful means, be made available to the non-disclosing party by a third party having a right to disclose it, other than a third party introduced to the non-disclosing party by the disclosing party in connection with the Purpose; or"
1274644_0001193125-17-338759_d485523dex99d2.htm,e. is required by law or made pursuant to an order from a court or government agency.
1274644_0001193125-17-338759_d485523dex99d2.htm,"In claiming the benefit of any of the exceptions set forth in this Paragraph 5, the non-disclosing party shall have the burden of establishing that any such portion of the Proprietary Information is subject to such exception."
1274644_0001193125-17-338759_d485523dex99d2.htm,6. Term.
1274644_0001193125-17-338759_d485523dex99d2.htm,This Agreement shall remain in full force and effect for a period of five (5) years from the date hereof or until such time as all of the Proprietary Information becomes subject to any of the exceptions set forth in Paragraph 5 hereof.
1274644_0001193125-17-338759_d485523dex99d2.htm,7. Publicity.
1274644_0001193125-17-338759_d485523dex99d2.htm,"OCERA and COMPANY hereby agree not to disclose their participation in the discussion and exploration of the Purpose, the existence, terms or conditions of this Agreement, or the fact that the discussions are being held between the parties."
1274644_0001193125-17-338759_d485523dex99d2.htm,8. Equitable Relief.
1274644_0001193125-17-338759_d485523dex99d2.htm,OCERA and COMPANY acknowledge that any such breach of this Agreement could cause the other party irreparable harm.
1274644_0001193125-17-338759_d485523dex99d2.htm,"Accordingly, each party agrees that in the event of any breach or threatened breach of this Agreement, in addition to other remedies at law or in equity it may have, the party alleging a breach or threatened breach shall be entitled, without the requirement of posting a bond or other securities, to seek equitable relief, including injunctive relief and specific performance."
1274644_0001193125-17-338759_d485523dex99d2.htm,9. Severability.
1274644_0001193125-17-338759_d485523dex99d2.htm,The invalidity or unenforceability of any provision hereof shall in no way affect the validity or enforceability of any other provision hereof.
1274644_0001193125-17-338759_d485523dex99d2.htm,10. Successors and Assigns.
1274644_0001193125-17-338759_d485523dex99d2.htm,"Neither party may assign this Agreement, or the rights and obligations hereunder, without the prior written consent of the other party; provided, that a party may assign this Agreement without such consent to an affiliate of such party and/or in connection with the transfer or sale of all or substantially all of the business of the assigning party to which this Agreement relates, whether by merger, sale of stock, sale of assets or otherwise."
1274644_0001193125-17-338759_d485523dex99d2.htm,No assignment shall relieve either party of the performance of any accrued obligation that such party may then have under this Agreement.
1274644_0001193125-17-338759_d485523dex99d2.htm,"This Agreement shall inure to the benefit of and be binding upon each party signatory hereto, its successors and permitted assigns, subsidiaries and affiliates."
1274644_0001193125-17-338759_d485523dex99d2.htm,11. Governing Law.
1274644_0001193125-17-338759_d485523dex99d2.htm,"This Agreement shall be governed by, interpreted, construed and enforced in accordance with the laws of the State of New York, without regard to its conflict of laws provisions within."
1274644_0001193125-17-338759_d485523dex99d2.htm,12. Entire Agreement.
1274644_0001193125-17-338759_d485523dex99d2.htm,"This Agreement constitutes the entire agreement of the parties concerning the matters discussed herein and supersedes and replaces all prior agreements, understandings, writings and discussions between the parties, with respect to the subject matter of this Agreement."
1274644_0001193125-17-338759_d485523dex99d2.htm,This Agreement may be amended only by a written instrument executed by authorized representatives of the parties.
1274644_0001193125-17-338759_d485523dex99d2.htm,This Agreement shall not create any obligation for either party to enter into any agreement or relationship with the other.
1274644_0001193125-17-338759_d485523dex99d2.htm,Either party may end discussions of a possible relationship at any time and for any or no reason and each party reserves the right to disclose its own confidential information to any third party at any time.
1274644_0001193125-17-338759_d485523dex99d2.htm,"This Agreement may be executed in one or more counterpart copies, each of which shall be deemed an original and all of which shall together be deemed to constitute one Agreement."
1274644_0001193125-17-338759_d485523dex99d2.htm,"IN WITNESS WHEREOF, the parties hereto have executed this Agreement as of the day and year first above written."
1274644_0001193125-17-338759_d485523dex99d2.htm,"OCERA THERAPEUTICS, INC."
1274644_0001193125-17-338759_d485523dex99d2.htm,MALLINCKRODT LLC
1274644_0001193125-17-338759_d485523dex99d2.htm,/s/ Linda Grais /s/ Joshua Schafer
1274644_0001193125-17-338759_d485523dex99d2.htm,Signature Signature
1274644_0001193125-17-338759_d485523dex99d2.htm,Linda Grais Joshua Schafer
1274644_0001193125-17-338759_d485523dex99d2.htm,Printed Name Printed Name
1274644_0001193125-17-338759_d485523dex99d2.htm,CEO
1274644_0001193125-17-338759_d485523dex99d2.htm,"Vice President, BD&L"
1274644_0001193125-17-338759_d485523dex99d2.htm,Title Title
1277090_0001104659-05-057084_a05-20673_1ex10.htm,Exhibit 10
1277090_0001104659-05-057084_a05-20673_1ex10.htm,CONFIDENTIAL
1277090_0001104659-05-057084_a05-20673_1ex10.htm,Kenneth Hao
1277090_0001104659-05-057084_a05-20673_1ex10.htm,Managing Director
1277090_0001104659-05-057084_a05-20673_1ex10.htm,"Silver Lake Management Company, L.L.C."
1277090_0001104659-05-057084_a05-20673_1ex10.htm,2725
1277090_0001104659-05-057084_a05-20673_1ex10.htm,"Sand Hill Road, Suite 150"
1277090_0001104659-05-057084_a05-20673_1ex10.htm,"Menlo Park, CA 94025"
1277090_0001104659-05-057084_a05-20673_1ex10.htm,Dear Mr. Hao:
1277090_0001104659-05-057084_a05-20673_1ex10.htm,NON-DISCLOSURE AGREEMENT
1277090_0001104659-05-057084_a05-20673_1ex10.htm,"In connection with your consideration of possible transaction with SERENA Software, Inc. (the “Company”), you have requested financial and other information concerning the business and affairs of the Company."
1277090_0001104659-05-057084_a05-20673_1ex10.htm,"As a condition to the Company’s furnishing to you and your representatives financial and other information which has not theretofore been made available to the public, you and your representatives agree to treat all such non-public information furnished to you and your representatives in writing or orally by the Company or its representatives on and after the date of this agreement (herein collectively referred to as the “Confidential Evaluation Material”), as follows:"
1277090_0001104659-05-057084_a05-20673_1ex10.htm,(1) You and your representatives recognize and acknowledge the competitive value and confidential nature of the Confidential Evaluation Material and the damage that could result to the Company if information contained therein is disclosed to any third party.
1277090_0001104659-05-057084_a05-20673_1ex10.htm,You and your representatives also recognize and acknowledge that the Confidential Evaluation Material is being provided to you and your representatives in reliance upon your and their acceptance of the terms of this agreement.
1277090_0001104659-05-057084_a05-20673_1ex10.htm,(2) You and your representatives agree that the Confidential Evaluation Material will be used solely for the purpose of evaluating the proposed transaction.
1277090_0001104659-05-057084_a05-20673_1ex10.htm,"You also agree that you and your officers, employees, financing sources, consultants, Affiliates, agents and advisors, herein collectively referred to as “your representatives,” will not disclose or permit the disclosure of any of the Confidential Evaluation Material now or hereafter received or obtained from the Company or its representatives to any third party or otherwise use or permit the use of the Confidential Evaluation Material in any way detrimental to the Company, except as required by court order or legal process, without the prior written consent of the Company, provided, however, that any such information may be disclosed to such of your representatives who need to know such information for the purpose of evaluating the proposed transaction and who are advised of this agreement and agree to keep such information confidential and to be bound by this agreement to the same extent as if they were parties hereto, it being understood that you shall be responsible for any breach of this agreement by your representatives; provided, however, that you shall not be responsible for any failure to comply with the terms of this agreement by any of your representatives that"
1277090_0001104659-05-057084_a05-20673_1ex10.htm,"(i) is not one of your officers, employees or Affiliates and"
1277090_0001104659-05-057084_a05-20673_1ex10.htm,(ii) has signed an undertaking in favor of the Company and you to the effect of Annex A hereto.
1277090_0001104659-05-057084_a05-20673_1ex10.htm,"(3) In the event you or your representatives receive a request to disclose Confidential Evaluation Material pursuant to any court order or legal process, you or your representatives will give the Company prompt written notice thereof so that the Company may seek an appropriate protective order."
1277090_0001104659-05-057084_a05-20673_1ex10.htm,You and your representatives agree to cooperate (at the Company’s expense) as reasonably requested by the Company in its efforts to maintain the confidentiality of such Confidential Evaluation Material.
1277090_0001104659-05-057084_a05-20673_1ex10.htm,"If you or your representatives are ultimately required to disclose such Confidential Evaluation Material, you or your representatives shall disclose only so much thereof as necessary to comply with such court order or legal process."
1277090_0001104659-05-057084_a05-20673_1ex10.htm,"(4) Except as may be required by court order or legal process, neither party hereto nor any of its representatives will disclose to any other person or entity:"
1277090_0001104659-05-057084_a05-20673_1ex10.htm,(a) the fact that information regarding the Company is being or has been furnished to you;
1277090_0001104659-05-057084_a05-20673_1ex10.htm,"(b) the fact that discussions or negotiations regarding any transaction are or have been taking place between representatives of you and the Company, or any information regarding the status or terms of any such discussions or negotiations between the Company and you or the identity of the parties thereto;"
1277090_0001104659-05-057084_a05-20673_1ex10.htm,(c) the fact that the Company is or has been
1277090_0001104659-05-057084_a05-20673_1ex10.htm,considering the possibility of entering into a transaction with you of the nature discussed by you and the Company.
1277090_0001104659-05-057084_a05-20673_1ex10.htm,"In addition, neither you nor your representatives will disclose to any other person or entity that the Company has been considering the possibility of entering into a transaction of the nature discussed by you and the Company, with any third party."
1277090_0001104659-05-057084_a05-20673_1ex10.htm,"Either party hereto shall be permitted to disclose any fact or information covered by this paragraph 4 to the same extent, and under the same conditions, as you are permitted to disclose Confidential Evaluation Material pursuant to paragraphs 2 and 3 hereof."
1277090_0001104659-05-057084_a05-20673_1ex10.htm,Nothing in this paragraph
1277090_0001104659-05-057084_a05-20673_1ex10.htm,"(4) shall be construed to prevent or limit the Company’s or its representatives’ right to disclose, discuss, negotiate or enter into a transaction of the nature discussed by you and the Company with any other person or entity or provide information regarding the Company to any other person or entity."
1277090_0001104659-05-057084_a05-20673_1ex10.htm,"(5) In the event that the transaction contemplated by this agreement is not consummated, neither you nor any of your representatives shall, without prior written consent of the Company, use any of the Confidential Evaluation Material now or hereafter received or obtained from the Company or its representatives for any purposes other than your evaluation of such transaction."
1277090_0001104659-05-057084_a05-20673_1ex10.htm,"(6) At any time upon the Company’s request, all Confidential Evaluation Material (and all copies, summaries, and notes of the contents or parts thereof) shall be returned or, if you so choose, destroyed and not retained by you or your representatives in any form or for any reason and written certification to that effect will be sent by you to the Company within 30 days of such request; provided, however, that you and your representatives shall not be obligated to return or destroy the Confidential Evaluation Material if, and to the extent, otherwise required by any applicable law, regulation, policy or procedures relating to the retention, back-up storage or automatic archiving of files and data."
1277090_0001104659-05-057084_a05-20673_1ex10.htm,"Any Confidential Evaluation Material that is retained by you or your representatives for the sole purpose of compliance with such law, regulation, policy or procedures shall not be used for any purpose other than to evidence compliance therewith and such retained material and information shall continue to be subject to the confidentiality obligations set forth in this letter agreement, which obligations shall survive any termination hereof."
1277090_0001104659-05-057084_a05-20673_1ex10.htm,All the Confidential Evaluation Material will be and remains the property of the Company.
1277090_0001104659-05-057084_a05-20673_1ex10.htm,(7) The following information provided by the Company shall not be deemed Confidential Evaluation Material:
1277090_0001104659-05-057084_a05-20673_1ex10.htm,(A) any information that is or becomes generally available to the public other than as a result of an improper disclosure by you or your representatives;
1277090_0001104659-05-057084_a05-20673_1ex10.htm,"(B) any information which becomes legally available to you from a source other than the Company that is not, to your knowledge after reasonable inquiry, bound by a confidentiality obligation to the Company;"
1277090_0001104659-05-057084_a05-20673_1ex10.htm,(C) any information that is already in your possession as of the date hereof or
1277090_0001104659-05-057084_a05-20673_1ex10.htm,(D) any information that is independently developed by you without use of or reference to the Confidential Evaluation Material.
1277090_0001104659-05-057084_a05-20673_1ex10.htm,(8) Neither this letter agreement nor any action taken in connection with this letter agreement will give rise to any obligation on the part of either you or the Company
1277090_0001104659-05-057084_a05-20673_1ex10.htm,"(a) to engage in any discussions or negotiations with the other party or with any of the other party’s representatives, or"
1277090_0001104659-05-057084_a05-20673_1ex10.htm,(b) to pursue or enter into any transaction of any nature with the other party.
1277090_0001104659-05-057084_a05-20673_1ex10.htm,The parties acknowledge and agree that neither shall have any legally binding commitment for a transaction unless set forth in a separate written agreement that is executed and delivered by both of them.
1277090_0001104659-05-057084_a05-20673_1ex10.htm,"(9) Nothing contained in this letter agreement nor the conveying of Confidential Evaluation Material hereunder shall be construed as granting or conferring any rights by license or otherwise in any trademark, patent, copyright, trade secret, technological information or other information, or other intellectual property."
1277090_0001104659-05-057084_a05-20673_1ex10.htm,"(10) You agree that for a period of one year from the date of this letter agreement, neither you nor your representatives will, without the prior written consent of the Company, directly or indirectly:"
1277090_0001104659-05-057084_a05-20673_1ex10.htm,"(A) acquire, offer to acquire, or agree to acquire, directly or indirectly, by purchase or otherwise, any securities or direct or indirect rights to acquire any securities of the Company or any subsidiary thereof, or of any successor to or person in control of the Company, or any assets of the Company or any division thereof or of any such successor or controlling person; provided, however, that nothing herein shall prohibit the purchase of securities in the ordinary course of any of your representatives’ business that does not in any event result in aggregate ownership by such representative of more than 2% of the outstanding amount of any class of securities of the Company;"
1277090_0001104659-05-057084_a05-20673_1ex10.htm,"(B) seek or propose to influence or control the management or policies of the Company, make or in any way participate, directly or indirectly, in any “solicitation” of “proxies” (as such terms are used in the rules of the Securities and Exchange Commission) to vote any voting securities of the Company or any subsidiary thereof, or seek to advise or influence any person or entity with respect to the voting of any voting securities of the Company or any subsidiary thereof;"
1277090_0001104659-05-057084_a05-20673_1ex10.htm,"(C) make any public announcement with respect to, or submit a proposal for or offer of (with or without conditions), any merger, recapitalization, reorganization, business combination or other extraordinary transaction involving the Company or any subsidiary thereof or any of their securities or assets; or"
1277090_0001104659-05-057084_a05-20673_1ex10.htm,"(D) enter into any discussions, negotiations, arrangements or"
1277090_0001104659-05-057084_a05-20673_1ex10.htm,"understandings with any third party with respect to any of the foregoing, or otherwise form, join or in any way engage in discussions relating to the formation of, or participate in, a “group” within the meaning of Section 13(d)(3) of the Securities Exchange Act of 1934, as amended, in connection with any of the foregoing."
1277090_0001104659-05-057084_a05-20673_1ex10.htm,(11) The provisions of this agreement relating to confidentiality shall terminate two years from the date hereof.
1277090_0001104659-05-057084_a05-20673_1ex10.htm,The invalidity or enforceability of any provision of this agreement shall not affect the validity or enforceability of any other provision.
1277090_0001104659-05-057084_a05-20673_1ex10.htm,(12) This agreement shall be governed by the laws of the State of California applicable to agreements made and to be performed within.
1277090_0001104659-05-057084_a05-20673_1ex10.htm,"(13) “You” used alone shall mean Silver Lake Management Company, L.L.C. and its officers, employees and Affiliates."
1277090_0001104659-05-057084_a05-20673_1ex10.htm,"(14) An “Affiliate” of, or person “affiliated” with, a specified person shall mean a person that directly, or indirectly through one or more intermediaries, controls or is controlled by, or is under common control with, the person specified and has received the Confidential Evaluation Material from such specified person."
1277090_0001104659-05-057084_a05-20673_1ex10.htm,Please confirm your agreement with the foregoing by signing and returning to the undersigned a copy of this letter.
1277090_0001104659-05-057084_a05-20673_1ex10.htm,"SERENA Software, Inc."
1277090_0001104659-05-057084_a05-20673_1ex10.htm,By /S/ MARK WOODWARD
1277090_0001104659-05-057084_a05-20673_1ex10.htm,Name: Mark Woodward
1277090_0001104659-05-057084_a05-20673_1ex10.htm,Title: CEO
1277090_0001104659-05-057084_a05-20673_1ex10.htm,Accepted and Agreed as of the date first written above:
1277090_0001104659-05-057084_a05-20673_1ex10.htm,"Silver Lake Management Company, L.L.C."
1277090_0001104659-05-057084_a05-20673_1ex10.htm,By /S/ KENNETH HAO
1277090_0001104659-05-057084_a05-20673_1ex10.htm,Name: Kenneth Hao
1277090_0001104659-05-057084_a05-20673_1ex10.htm,Title: Managing Director
1277141_0001193125-15-184193_d923647dex99d2.htm,Exhibit
1277141_0001193125-15-184193_d923647dex99d2.htm,(d)(2)
1277141_0001193125-15-184193_d923647dex99d2.htm,NON-DISCLOSURE AGREEMENT
1277141_0001193125-15-184193_d923647dex99d2.htm,"This AGREEMENT is effective as of January 12, 2015 (“Effective Date”) by and between Pitney Bowes Inc., a company having a place of business at 3001 Summer Street, Stamford, CT 06905 (together with its subsidiaries and other affiliates, “PBI”), and Borderfree, Inc., a company having a place of business at 292 Madison Avenue, 5th Floor, New York, NY 10017 (together with its subsidiaries and affiliates “Borderfree”)."
1277141_0001193125-15-184193_d923647dex99d2.htm,The parties hereto agree as follows:
1277141_0001193125-15-184193_d923647dex99d2.htm,1. PBI and Borderfree each have an interest in exploring a possible negotiated business transaction (the “Transaction”) relating to the potential acquisition of Borderfree (the “Business”).
1277141_0001193125-15-184193_d923647dex99d2.htm,"To explore the Transaction, it may be necessary for each party to disclose certain Confidential Information to the other party."
1277141_0001193125-15-184193_d923647dex99d2.htm,"“Confidential Information” shall mean any information disclosed or provided to one party (the “Receiving Party”) on or after the Effective Date by or on behalf of the other party (the “Disclosing Party”), which the Disclosing Party has not released publicly and which the Disclosing Party considers confidential and/or in which the Disclosing Party has a proprietary interest."
1277141_0001193125-15-184193_d923647dex99d2.htm,"Confidential Information includes, without limitation, information, know-how, specifications, materials, models, plans, discoveries, trade secrets (as such term is defined in the Uniform Trade Secrets Act in effect on the Effective Date), records, data, business, marketing, manufacturing and financial records, operations and strategies, invention plans, distribution channels, and technical and product information, customer data, product services, information of the Disclosing Party’s subsidiaries and entities under its control and other communications concerning the Transaction and/or the Disclosing Party’s business and operations, together with all portions of analyses, compilations, notes, studies and other documents prepared by or for the benefit of the Receiving Party which contain or otherwise reflect any of the foregoing."
1277141_0001193125-15-184193_d923647dex99d2.htm,"The term Confidential Information also includes, without limitation:"
1277141_0001193125-15-184193_d923647dex99d2.htm,(a) the identity (by name or identifiable description) of the parties hereto;
1277141_0001193125-15-184193_d923647dex99d2.htm,(b) the fact that the parties hereto are considering a Transaction; and
1277141_0001193125-15-184193_d923647dex99d2.htm,"(c) all analyses, compilations, forecasts, summaries, studies or other materials prepared by the Receiving Party and its Representatives (as defined below) in connection with their review of, or the Receiving Party’s interest in, the Transaction which, in whole or in part, contain or reflect or are based on any information referred to in this Section (“Analyses”)."
1277141_0001193125-15-184193_d923647dex99d2.htm,All information not meeting the requirements of this Section shall be considered non-confidential.
1277141_0001193125-15-184193_d923647dex99d2.htm,"2. For a period of three (3) years from the date of initial disclosure, Confidential Information received by the Receiving Party from the Disclosing Party hereunder shall be:"
1277141_0001193125-15-184193_d923647dex99d2.htm,(a) held in confidence by the Receiving Party and not disclosed to any third party; and
1277141_0001193125-15-184193_d923647dex99d2.htm,(b) used by the Receiving Party only for the purpose of evaluating and completing the Transaction.
1277141_0001193125-15-184193_d923647dex99d2.htm,"The Receiving Party may disclose Confidential Information on a need to know basis to its and its affiliates’ officers, directors, employees, consultants and advisors (including, without limitation, financial advisors, investment banks, the agents and lenders under the Receiving Party’s existing credit facilities, attorneys and accountants) (“Representatives”) who have a need to know such information for purposes of evaluation and completion of the Transaction; provided that such Representatives shall be bound by terms of confidentiality and non-use consistent with those set forth in this Agreement."
1277141_0001193125-15-184193_d923647dex99d2.htm,Each party will direct its Representatives not to disclose to any other person either:
1277141_0001193125-15-184193_d923647dex99d2.htm,"(a) the fact that the Confidential Information exists or has been made available to the Receiving Party,"
1277141_0001193125-15-184193_d923647dex99d2.htm,"(b) that the parties are considering the Transaction, or"
1277141_0001193125-15-184193_d923647dex99d2.htm,"(c) that discussions or negotiations are taking place or have taken place between the parties concerning the Transaction or any of the terms, conditions or other facts relating to the Transaction with the Receiving Party or such discussions or negotiations, including the status thereof or the subject matter of this Agreement (the matters described in the foregoing clauses"
1277141_0001193125-15-184193_d923647dex99d2.htm,(a)-(c) being referred to herein as “Transaction Information”).
1277141_0001193125-15-184193_d923647dex99d2.htm,Each party agrees to be responsible for any breaches of any of the provisions of this Agreement by any of its Representatives (it being understood that such responsibility shall be in addition to and not by way of limitation of any right or remedy a party may have against the other party’s Representatives with respect to such breach).
1277141_0001193125-15-184193_d923647dex99d2.htm,3. The term Confidential Information does not include any information which:
